   Id    , user_id ,sex,     latitude      ,     longitude     ,     created_at      ,, venue_id 
984445,2146882,M,33.6411316,-117.9186689, 2012-04-21 18:23:52,,64
984515,2146898,M,44.9799654,-93.2638361, 2012-04-21 18:16:28,,64
984467,567,F,41.8781136,-87.6297982, 2012-04-21 18:21:54,,64
984498,2146774,F,                   ,                   , 2012-04-21 18:18:33,,64
984532,1654737,F,                   ,                   , 2012-04-21 18:08:53,,64
984526,26,M,41.6005448,-93.6091064, 2012-04-21 18:16:12,,64
984475,1509167,M,                   ,                   , 2012-04-21 18:21:30,,64
984425,2104923,M,37.4418834,-122.1430195, 2012-04-21 17:26:15,,5222
984379,2146869,M,                   ,                   , 2012-04-21 17:29:27,,5222
984337,13446,M,                   ,                   , 2012-04-21 17:35:06,,5222
984443,1296063,M,                   ,                   , 2012-04-21 18:22:32,,154693
984402,403857,F,38.4404674,-122.7144314, 2012-04-21 17:27:04,,5222
984347,1949048,M,37.2638324,-122.0230146, 2012-04-21 17:31:49,,5222
984354,261509,F,45.6387281,-122.6614861, 2012-04-21 17:31:31,,5222
984468,2146886,F,                   ,                   , 2012-04-21 18:20:15,,154693
150607,1413171,F,                   ,                   , 2011-12-11 21:47:18,,32167
984418,2146876,M,                   ,                   , 2012-04-21 17:26:57,,5222
984486,794318,M,33.0581063,-112.0476423, 2012-04-21 18:12:34,,154693
984499,1439771,M,                   ,                   , 2012-04-21 18:11:15,,154693
984511,21062,F,41.8781136,-87.6297982, 2012-04-21 18:07:44,,154693
984521,1780623,F,                   ,                   , 2012-04-21 17:59:46,,154693
984531,1983547,F,                   ,                   , 2012-04-21 17:15:18,,154693
984552,2146905,M,                   ,                   , 2012-04-21 17:15:12,,154693
984360,1354107,M,44.9541667,-93.1138889, 2012-04-21 16:39:15,,64
984376,2146868,M,                   ,                   , 2012-04-21 16:32:47,,64
984390,1770194,M,                   ,                   , 2012-04-21 16:29:09,,64
984406,732523,M,38.5787965,-122.5797054, 2012-04-21 16:07:15,,64
984429,174997,M,33.4483771,-112.0740373, 2012-04-21 16:49:48,,766254
984446,1051536,F,44.9799654,-93.2638361, 2012-04-21 18:00:17,,503306
984465,2049664,M,                   ,                   , 2012-04-21 16:52:48,,503306
984788,342142,F,33.4483771,-112.0740373, 2012-04-21 17:58:22,,54416
984884,2045198,F,                   ,                   , 2012-04-21 18:06:52,,62110
984776,1875559,F,33.4483771,-112.0740373, 2012-04-21 18:08:39,,54416
39055,1355473,M,                   ,                   , 2011-12-10 01:32:01,,163630
984749,1367969,M,                   ,                   , 2012-04-21 18:03:26,,138178
984352,1406645,M,                   ,                   , 2012-04-21 18:09:50,,4432
984872,1455731,F,                   ,                   , 2012-04-21 18:18:02,,554416
984369,83236,F,                   ,                   , 2012-04-21 16:25:35,,2964
984383,7489,F,40.345,-74.184444, 2012-04-21 16:20:03,,2964
984403,996338,M,40.7329606,-73.9884556, 2012-04-21 16:19:31,,2964
984411,1546118,M,40.0455917,-86.0085955, 2012-04-21 16:17:08,,2964
984416,942936,M,40.5795317,-74.1502007, 2012-04-21 16:15:51,,2964
984459,1343198,M,33.4483771,-112.0740373, 2012-04-21 17:50:13,,110584
984471,42383,M,33.4483771,-112.0740373, 2012-04-21 17:48:17,,110584
984480,1558282,M,33.4483771,-112.0740373, 2012-04-21 17:47:17,,110584
984505,341425,F,33.4483771,-112.0740373, 2012-04-21 15:49:40,,110584
984492,1675293,M,33.4483771,-112.0740373, 2012-04-21 17:29:01,,110584
984543,2146524,F,35.9940329,-78.898619, 2012-04-21 17:58:40,,150659
984567,2146909,F,                   ,                   , 2012-04-21 17:48:53,,54339
984533,2047562,F,                   ,                   , 2012-04-21 16:29:24,,630009
984660,215690,M,33.3061605,-111.8412502, 2012-04-21 17:29:54,,137938
33955,832123,M,40.4258686,-86.9080655, 2011-12-10 00:40:34,,64
984392,460725,M,48.7595529,-122.4882249, 2012-04-21 16:44:18,,23558
984396,1900623,F,32.735687,-97.1080656, 2012-04-21 16:43:31,,23558
984412,236024,F,42.3726399,-71.1096528, 2012-04-21 16:42:44,,23558
984424,2146879,F,                   ,                   , 2012-04-21 16:36:22,,23558
984436,925134,M,41.8781136,-87.6297982, 2012-04-21 16:35:55,,23558
984447,1096995,M,35.410694,-80.8428504, 2012-04-21 16:34:19,,23558
984460,1380727,M,                   ,                   , 2012-04-21 16:27:46,,23558
984378,1453506,M,                   ,                   , 2012-04-21 16:49:50,,23558
984493,2044663,M,33.4483771,-112.0740373, 2012-04-21 16:47:05,,54272
984589,2093787,M,32.2217429,-110.926479, 2012-04-21 15:57:30,,610710
984739,409714,F,33.4483771,-112.0740373, 2012-04-21 18:29:18,,250795
984512,2050390,M,                   ,                   , 2012-04-21 18:20:19,,886039
984546,342264,F,33.4483771,-112.0740373, 2012-04-21 16:29:59,,250795
984400,748549,F,38.7521235,-121.2880059, 2012-04-21 18:03:08,,513409
984384,2065799,F,33.3061605,-111.8412502, 2012-04-21 18:06:50,,513409
984485,2146892,M,                   ,                   , 2012-04-21 18:16:13,,4432
984827,2041788,M,                   ,                   , 2012-04-21 16:34:36,,119541
984754,2127774,M,31.9575818,-110.955646, 2012-04-21 17:57:34,,235129
983838,2074992,F,38.8048355,-77.0469214, 2012-04-21 17:31:57,,4432
984802,392192,F,                   ,                   , 2012-04-21 17:15:43,,119541
984423,1925615,F,35.2827524,-120.6596156, 2012-04-21 17:59:19,,4432
984811,2079447,M,41.8781136,-87.6297982, 2012-04-21 16:46:09,,119541
984784,2146951,M,                   ,                   , 2012-04-21 17:15:55,,119541
984841,2146963,M,                   ,                   , 2012-04-21 16:02:22,,119541
984449,642594,M,                   ,                   , 2012-04-21 18:20:48,,4432
984502,41616,M,36.114646,-115.172816, 2012-04-21 18:15:50,,4432
984473,2047507,M,                   ,                   , 2012-04-21 18:12:10,,932698
984534,2146900,F,40.7143528,-74.0059731, 2012-04-21 17:50:50,,234108
984497,2100022,M,40.7439905,-74.0323626, 2012-04-21 17:53:41,,234108
984585,1340599,F,                   ,                   , 2012-04-21 18:25:45,,1110864
984556,2009332,F,33.4483771,-112.0740373, 2012-04-21 18:10:25,,6357
984640,2144024,F,41.8781136,-87.6297982, 2012-04-21 18:14:16,,1110864
984592,1379909,M,                   ,                   , 2012-04-21 18:24:03,,12004
984603,1060683,M,32.7153292,-117.1572551, 2012-04-21 18:19:13,,12004
984617,1717888,M,                   ,                   , 2012-04-21 18:17:47,,12004
984679,1336692,F,                   ,                   , 2012-04-21 18:12:27,,1110864
984650,1706083,F,42.0697509,-87.7878408, 2012-04-21 18:12:42,,12004
984662,632310,F,40.8517662,-74.229035, 2012-04-21 18:12:39,,1110864
984629,865385,M,39.0638705,-108.5506486, 2012-04-21 18:15:01,,1110864
984503,1953219,M,35.8456213,-86.39027, 2012-04-21 18:03:28,,60
984516,1649212,M,33.9462125,-84.3346473, 2012-04-21 18:02:05,,60
984535,2146901,M,                   ,                   , 2012-04-21 17:56:56,,60
984540,2088035,M,30.267153,-97.7430608, 2012-04-21 17:54:25,,60
984557,1383766,M,                   ,                   , 2012-04-21 17:53:54,,60
984570,2146912,F,                   ,                   , 2012-04-21 17:52:04,,60
984584,1086467,M,43.5867164,-116.1956556, 2012-04-21 17:51:34,,60
984598,244995,F,                   ,                   , 2012-04-21 17:50:16,,60
11803,1341604,F,                   ,                   , 2011-12-09 01:20:47,,39814
984606,763960,F,30.267153,-97.7430608, 2012-04-21 17:46:28,,60
984618,279032,M,34.0194543,-118.4911912, 2012-04-21 17:41:37,,60
984632,1401954,M,                   ,                   , 2012-04-21 17:40:05,,60
984644,2146011,M,40.7143528,-74.0059731, 2012-04-21 17:38:48,,60
984667,2146930,F,                   ,                   , 2012-04-21 17:36:28,,60
984525,2146899,F,                   ,                   , 2012-04-21 18:02:03,,11195
984581,37129,F,                   ,                   , 2012-04-21 17:57:47,,11195
984615,1398661,M,41.8781136,-87.6297982, 2012-04-21 17:55:26,,11195
984600,2146917,M,                   ,                   , 2012-04-21 17:57:15,,11195
984634,2146921,M,                   ,                   , 2012-04-21 17:53:21,,11195
984654,1517554,M,41.8781136,-87.6297982, 2012-04-21 17:51:40,,11195
984676,2146932,M,                   ,                   , 2012-04-21 17:48:53,,11195
984683,2141380,M,39.4014955,-76.6019125, 2012-04-21 17:48:42,,11195
984701,2146934,F,                   ,                   , 2012-04-21 17:47:49,,11195
984506,2146894,M,                   ,                   , 2012-04-21 18:04:39,,11195
984487,1771712,F,                   ,                   , 2012-04-21 18:05:04,,11195
984569,2146911,F,                   ,                   , 2012-04-21 17:58:52,,11195
984559,1186248,F,38.8951118,-77.0363658, 2012-04-21 18:00:01,,11195
984541,2146903,M,                   ,                   , 2012-04-21 18:01:57,,11195
984494,41616,M,36.114646,-115.172816, 2012-04-21 18:15:50,,4432
984228,37252,M,41.8781136,-87.6297982, 2012-04-21 17:46:11,,4432
984157,1368523,F,                   ,                   , 2012-04-21 17:57:34,,4432
984834,794320,F,33.4483771,-112.0740373, 2012-04-21 17:36:32,,1074546
984875,1063614,F,40.740389,-73.983385, 2012-04-21 18:43:12,,5222
984904,2058549,M,                   ,                   , 2012-04-21 18:40:52,,5222
984857,2088017,M,36.778261,-119.4179324, 2012-04-21 18:43:55,,5222
984911,2064971,M,40.7143528,-74.0059731, 2012-04-21 18:40:40,,5222
984845,391556,M,45.5392862,-122.3873133, 2012-04-21 18:41:33,,54377
10979,1341163,M,                   ,                   , 2011-12-09 01:20:08,,1049
150615,1413176,M,                   ,                   , 2011-12-11 20:09:57,,425855
984501,2146893,F,                   ,                   , 2012-04-21 16:52:55,,1126739
984517,1972812,M,32.1574351,-82.907123, 2012-04-21 17:31:37,,5478
984538,2146902,F,                   ,                   , 2012-04-21 17:16:40,,5478
984565,2146907,F,                   ,                   , 2012-04-21 16:39:20,,5478
984573,1851564,F,37.09024,-95.712891, 2012-04-21 16:23:33,,5478
984578,1850232,M,32.4609764,-84.9877094, 2012-04-21 16:22:10,,5478
984594,2146916,M,                   ,                   , 2012-04-21 15:57:17,,5478
984622,165352,M,                   ,                   , 2012-04-21 16:02:35,,458584
984669,2045911,F,33.4483771,-112.0740373, 2012-04-21 17:35:04,,54273
984550,2065119,F,32.8681601,-84.6299029, 2012-04-21 17:10:32,,5478
984652,961453,F,33.414768,-111.9093095, 2012-04-21 17:43:06,,54273
984709,2095461,M,33.3528264,-111.789027, 2012-04-21 18:36:02,,190625
984539,2092432,M,33.660297,-117.9992265, 2012-04-21 17:29:22,,10935
984580,2101844,M,37.7141454,-122.25, 2012-04-21 17:19:31,,10935
984520,1391775,M,                   ,                   , 2012-04-21 17:31:10,,10935
984595,398468,M,43.5867164,-116.1956556, 2012-04-21 17:17:33,,10935
984614,2104045,M,35.1495343,-90.0489801, 2012-04-21 17:11:29,,10935
984623,787622,F,38.5815719,-121.4943996, 2012-04-21 17:06:16,,10935
984601,1775461,M,                   ,                   , 2012-04-21 17:15:50,,10935
984627,1395724,F,                   ,                   , 2012-04-21 17:04:00,,10935
984649,2146926,F,                   ,                   , 2012-04-21 17:00:27,,10935
984666,979985,F,30.267153,-97.7430608, 2012-04-21 16:57:15,,10935
984678,2069312,M,                   ,                   , 2012-04-21 16:53:51,,10935
984561,2096383,M,34.0922335,-117.435048, 2012-04-21 17:21:31,,10935
984571,1480008,M,33.660297,-117.9992265, 2012-04-21 17:20:42,,10935
984553,1852363,F,35.0768141,-80.6692352, 2012-04-21 18:22:15,,9822
984563,2110260,F,49.248523,-123.1088, 2012-04-21 18:17:51,,9822
984576,574695,F,                   ,                   , 2012-04-21 18:14:41,,9822
984586,1094630,M,                   ,                   , 2012-04-21 18:11:46,,9822
34049,1352910,M,                   ,                   , 2011-12-10 01:07:31,,9822
984599,176537,M,47.6062095,-122.3320708, 2012-04-21 18:10:58,,9822
984605,394800,M,37.60165,-122.016072, 2012-04-21 18:09:25,,9822
984613,356270,M,41.5161162,-82.9965425, 2012-04-21 18:08:20,,9822
984625,1338944,M,40.7062128,-73.6187397, 2012-04-21 18:07:13,,9822
984639,2139151,F,40.6576022,-73.5831835, 2012-04-21 18:06:40,,9822
984663,2146928,M,                   ,                   , 2012-04-21 18:03:57,,9822
984672,777723,F,53.344104,-6.2674937, 2012-04-21 18:02:53,,9822
984682,1803177,F,                   ,                   , 2012-04-21 18:02:21,,9822
984705,2146936,F,                   ,                   , 2012-04-21 17:59:45,,9822
984537,2004300,M,41.4570418,-72.8231552, 2012-04-21 18:24:29,,9822
984611,2146918,M,40.2115109,-74.6796651, 2012-04-21 17:59:39,,64
984677,1780056,M,                   ,                   , 2012-04-21 17:50:47,,64
984620,1384620,F,                   ,                   , 2012-04-21 17:58:38,,64
984633,1292468,F,30.267153,-97.7430608, 2012-04-21 17:57:50,,64
984824,313058,F,36.1613005,-86.7762673, 2012-04-21 18:35:47,,23558
984810,72829,M,38.8951118,-77.0363658, 2012-04-21 18:40:45,,23558
984693,227039,M,                   ,                   , 2012-04-21 17:48:29,,64
984769,584219,M,39.952335,-75.163789, 2012-04-21 17:42:27,,108053
984566,2146908,M,44.4488805,-88.0603806, 2012-04-21 18:06:58,,64
984646,1579733,M,44.9799654,-93.2638361, 2012-04-21 17:56:06,,64
984795,1530081,M,                   ,                   , 2012-04-21 18:31:59,,169601
984547,588623,F,41.2938889,-92.6444444, 2012-04-21 18:08:28,,64
984548,585858,M,30.4382559,-84.2807329, 2012-04-21 16:53:39,,134212
984642,17094,F,36.114646,-115.172816, 2012-04-21 18:33:44,,4432
984583,1373973,F,33.414768,-111.9093095, 2012-04-21 16:28:19,,690502
984593,143272,F,33.414768,-111.9093095, 2012-04-21 17:21:30,,176158
984628,2120331,M,33.414768,-111.9093095, 2012-04-21 18:08:32,,334256
985071,1900213,M,33.1958696,-117.3794834, 2012-04-21 18:46:43,,10935
985063,725872,M,33.8752935,-117.5664384, 2012-04-21 18:50:07,,10935
984568,2146910,F,30.4382559,-84.2807329, 2012-04-21 16:52:30,,134212
984839,97526,F,                   ,                   , 2012-04-21 18:10:37,,285655
984179,784069,F,33.4941704,-111.9260519, 2012-04-21 17:52:09,,4432
984433,1355106,M,                   ,                   , 2012-04-21 17:59:01,,4432
984805,1847805,M,33.4483771,-112.0740373, 2012-04-21 17:05:21,,431011
984881,106466,M,                   ,                   , 2012-04-21 16:51:19,,32515
37142,1354506,M,                   ,                   , 2011-12-10 01:33:49,,162654
984812,3927,M,33.4483771,-112.0740373, 2012-04-21 15:44:16,,431011
984849,1337951,M,34.0522342,-118.2436849, 2012-04-21 18:43:40,,32515
984417,2146875,F,                   ,                   , 2012-04-21 18:00:59,,4432
984913,1352367,M,32.7153292,-117.1572551, 2012-04-21 18:37:02,,98352
984903,1339981,F,                   ,                   , 2012-04-21 18:37:31,,98352
984862,2146967,F,34.0900091,-117.8903397, 2012-04-21 18:25:54,,32515
984792,2146953,F,                   ,                   , 2012-04-21 15:58:30,,1063266
984555,2146400,M,40.7139898,-73.5590157, 2012-04-21 17:08:56,,154693
984562,878612,M,                   ,                   , 2012-04-21 16:51:51,,154693
984577,2146913,M,                   ,                   , 2012-04-21 16:37:40,,154693
984591,1424022,F,41.4901024,-71.3128285, 2012-04-21 16:31:59,,154693
984597,473782,F,40.715972,-74.001437, 2012-04-21 16:30:21,,154693
984604,112218,F,40.715972,-74.001437, 2012-04-21 16:10:45,,154693
984616,1945987,M,38.6910138,-121.4485654, 2012-04-21 15:50:32,,154693
984635,2146922,M,                   ,                   , 2012-04-21 15:50:19,,154693
984648,1364659,M,18.3574502,-66.1109998, 2012-04-21 15:45:54,,154693
984651,1353716,M,39.1064488,-84.478831, 2012-04-21 15:42:56,,154693
34054,221911,M,40.740389,-73.983385, 2011-12-10 01:04:22,,9822
984668,2146931,M,                   ,                   , 2012-04-21 15:21:56,,154693
984694,1014487,F,28.5383355,-81.3792365, 2012-04-21 16:33:49,,652144
984731,216710,M,32.2732024,-89.9859158, 2012-04-21 18:24:17,,15889
984741,386000,F,32.8809603,-97.155012, 2012-04-21 18:09:14,,15889
984572,749626,F,                   ,                   , 2012-04-21 17:35:57,,54339
984582,1387308,F,33.414768,-111.9093095, 2012-04-21 17:18:29,,54339
984602,1623078,M,                   ,                   , 2012-04-21 18:13:43,,334258
984684,304788,M,39.7683765,-86.1580423, 2012-04-21 18:34:13,,804431
984699,1398316,M,                   ,                   , 2012-04-21 18:29:37,,804431
984719,74294,F,32.802955,-96.769923, 2012-04-21 18:28:10,,804431
984735,2146941,F,                   ,                   , 2012-04-21 18:27:20,,804431
984743,2089118,F,30.267153,-97.7430608, 2012-04-21 18:26:33,,804431
984756,2146946,M,                   ,                   , 2012-04-21 18:23:09,,804431
984770,2146950,M,                   ,                   , 2012-04-21 18:21:26,,804431
984779,1052990,M,37.6922361,-97.3375448, 2012-04-21 18:20:40,,804431
984789,2145769,M,35.2270869,-80.8431267, 2012-04-21 18:19:23,,804431
984807,1366798,M,                   ,                   , 2012-04-21 18:17:33,,804431
984817,1340562,M,                   ,                   , 2012-04-21 18:17:30,,804431
984631,1357067,F,37.8393332,-84.2700179, 2012-04-21 17:42:03,,334258
984357,926506,M,33.4355977,-112.3496021, 2012-04-21 17:23:52,,989443
984797,1096504,F,35.9606384,-83.9207392, 2012-04-21 18:13:16,,102930
984645,1878105,F,33.4483771,-112.0740373, 2012-04-21 17:12:56,,672167
984843,1429652,F,                   ,                   , 2012-04-21 18:42:46,,4432
984303,984496,M,32.8795022,-111.7573521, 2012-04-21 17:55:43,,173170
984742,2142079,M,42.194543,-71.1994976, 2012-04-21 18:13:06,,610436
984748,2045860,M,33.4941704,-111.9260519, 2012-04-21 16:47:57,,610436
984518,1394481,F,36.114646,-115.172816, 2012-04-21 18:13:29,,4432
984657,2053217,F,                   ,                   , 2012-04-21 18:25:23,,104177
984630,2097616,F,33.3061605,-111.8412502, 2012-04-21 16:54:52,,314168
984442,2144222,M,                   ,                   , 2012-04-21 18:18:57,,104177
984830,2146960,M,33.3061605,-111.8412502, 2012-04-21 18:26:41,,1085952
983305,476663,M,46.0645809,-118.3430209, 2012-04-21 16:39:16,,4432
984688,1339981,M,                   ,                   , 2012-04-21 18:30:17,,54545
984822,1685094,M,33.4941704,-111.9260519, 2012-04-21 18:35:06,,171294
984729,1600671,M,33.3528264,-111.789027, 2012-04-21 17:31:28,,1055963
37516,282960,F,37.5629917,-122.3255254, 2011-12-10 02:18:16,,197575
984697,1347823,M,                   ,                   , 2012-04-21 18:04:33,,54545
984782,76041,F,                   ,                   , 2012-04-21 17:15:59,,156552
984790,2097356,F,34.0489281,-111.0937311, 2012-04-21 17:25:06,,449686
984800,2048173,F,                   ,                   , 2012-04-21 17:06:00,,449686
984842,2045498,M,33.4483771,-112.0740373, 2012-04-21 18:27:50,,504777
984833,1551310,M,33.414768,-111.9093095, 2012-04-21 16:05:51,,341655
984658,2061734,M,                   ,                   , 2012-04-21 17:35:50,,54273
984853,2047008,F,                   ,                   , 2012-04-21 18:20:06,,504777
984900,402354,F,37.5482697,-121.9885719, 2012-04-21 18:31:32,,108500
984916,2146973,F,                   ,                   , 2012-04-21 18:23:17,,108500
984696,1584890,M,32.2217429,-110.926479, 2012-04-21 17:15:55,,388410
984721,391679,M,33.3061605,-111.8412502, 2012-04-21 17:37:56,,325059
984524,1315535,M,                   ,                   , 2012-04-21 17:47:31,,886041
984823,491827,M,33.3528264,-111.789027, 2012-04-21 16:51:07,,371704
984847,2146964,M,                   ,                   , 2012-04-21 18:18:00,,324644
984858,1349008,M,                   ,                   , 2012-04-21 18:17:47,,324644
984870,2104664,F,28.5383355,-81.3792365, 2012-04-21 18:10:25,,324644
984888,2146968,M,                   ,                   , 2012-04-21 17:18:33,,324644
